"GAME_ID","AWAY_TEAM_ID","INN_CT","BAT_HOME_ID","OUTS_CT","BALLS_CT","STRIKES_CT","PITCH_SEQ_TX","AWAY_SCORE_CT","HOME_SCORE_CT","BAT_ID","BAT_HAND_CD","RESP_BAT_ID","RESP_BAT_HAND_CD","PIT_ID","PIT_HAND_CD","RESP_PIT_ID","RESP_PIT_HAND_CD","POS2_FLD_ID","POS3_FLD_ID","POS4_FLD_ID","POS5_FLD_ID","POS6_FLD_ID","POS7_FLD_ID","POS8_FLD_ID","POS9_FLD_ID","BASE1_RUN_ID","BASE2_RUN_ID","BASE3_RUN_ID","EVENT_TX","LEADOFF_FL","PH_FL","BAT_FLD_CD","BAT_LINEUP_ID","EVENT_CD","BAT_EVENT_FL","AB_FL","H_CD","SH_FL","SF_FL","EVENT_OUTS_CT","DP_FL","TP_FL","RBI_CT","WP_FL","PB_FL","FLD_CD","BATTEDBALL_CD","BUNT_FL","FOUL_FL","BATTEDBALL_LOC_TX","ERR_CT","ERR1_FLD_CD","ERR1_CD","ERR2_FLD_CD","ERR2_CD","ERR3_FLD_CD","ERR3_CD","BAT_DEST_ID","RUN1_DEST_ID","RUN2_DEST_ID","RUN3_DEST_ID","BAT_PLAY_TX","RUN1_PLAY_TX","RUN2_PLAY_TX","RUN3_PLAY_TX","RUN1_SB_FL","RUN2_SB_FL","RUN3_SB_FL","RUN1_CS_FL","RUN2_CS_FL","RUN3_CS_FL","RUN1_PK_FL","RUN2_PK_FL","RUN3_PK_FL","RUN1_RESP_PIT_ID","RUN2_RESP_PIT_ID","RUN3_RESP_PIT_ID","GAME_NEW_FL","GAME_END_FL","PR_RUN1_FL","PR_RUN2_FL","PR_RUN3_FL","REMOVED_FOR_PR_RUN1_ID","REMOVED_FOR_PR_RUN2_ID","REMOVED_FOR_PR_RUN3_ID","REMOVED_FOR_PH_BAT_ID","REMOVED_FOR_PH_BAT_FLD_CD","PO1_FLD_CD","PO2_FLD_CD","PO3_FLD_CD","ASS1_FLD_CD","ASS2_FLD_CD","ASS3_FLD_CD","ASS4_FLD_CD","ASS5_FLD_CD","EVENT_ID","HOME_TEAM_ID","BAT_TEAM_ID","FLD_TEAM_ID","BAT_LAST_ID","INN_NEW_FL","INN_END_FL","START_BAT_SCORE_CT","START_FLD_SCORE_CT","INN_RUNS_CT","GAME_PA_CT","INN_PA_CT","PA_NEW_FL","PA_TRUNC_FL","START_BASES_CD","END_BASES_CD","BAT_START_FL","RESP_BAT_START_FL","BAT_ON_DECK_ID","BAT_IN_HOLD_ID","PIT_START_FL","RESP_PIT_START_FL","RUN1_FLD_CD","RUN1_LINEUP_CD","RUN1_ORIGIN_EVENT_ID","RUN2_FLD_CD","RUN2_LINEUP_CD","RUN2_ORIGIN_EVENT_ID","RUN3_FLD_CD","RUN3_LINEUP_CD","RUN3_ORIGIN_EVENT_ID","RUN1_RESP_CAT_ID","RUN2_RESP_CAT_ID","RUN3_RESP_CAT_ID","PA_BALL_CT","PA_CALLED_BALL_CT","PA_INTENT_BALL_CT","PA_PITCHOUT_BALL_CT","PA_HITBATTER_BALL_CT","PA_OTHER_BALL_CT","PA_STRIKE_CT","PA_CALLED_STRIKE_CT","PA_SWINGMISS_STRIKE_CT","PA_FOUL_STRIKE_CT","PA_INPLAY_STRIKE_CT","PA_OTHER_STRIKE_CT","EVENT_RUNS_CT","FLD_ID","BASE2_FORCE_FL","BASE3_FORCE_FL","BASE4_FORCE_FL","BAT_SAFE_ERR_FL","BAT_FATE_ID","RUN1_FATE_ID","RUN2_FATE_ID","RUN3_FATE_ID","FATE_RUNS_CT","ASS6_FLD_CD","ASS7_FLD_CD","ASS8_FLD_CD","ASS9_FLD_CD","ASS10_FLD_CD","UNKNOWN_OUT_EXC_FL","UNCERTAIN_PLAY_EXC_FL"
"ANA201304090","OAK",1,1,0,1,2,"C1SB>X",3,0,"aybae001","?","aybae001","?","parkj001","?","parkj001","?","norrd001","mossb001","sizes001","donaj001","lowrj001","cespy001","crisc001","younc004","troum001","","","S9/G.1-3","F","F",6,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"G","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","parkj001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11,"ANA","ANA","OAK",1,"F","F",0,3,0,1,1,"T","F",1,5,"T","T","pujoa001","hamij003","T","T",7,1,10,0,0,0,0,0,0,"norrd001","","",1,1,0,0,0,0,3,1,1,0,1,0,0,"younc004","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",1,1,0,3,2,"BBBCF>B",3,0,"pujoa001","?","pujoa001","?","parkj001","?","parkj001","?","norrd001","mossb001","sizes001","donaj001","lowrj001","cespy001","crisc001","younc004","aybae001","","troum001","W.1-2","F","F",3,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,3,"","","","","F","F","F","F","F","F","F","F","F","parkj001","","parkj001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12,"ANA","ANA","OAK",1,"F","F",0,3,0,2,2,"T","F",5,7,"T","T","hamij003","trumm001","T","T",6,2,11,0,0,0,7,1,10,"norrd001","","norrd001",4,4,0,0,0,0,2,1,0,1,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",1,1,0,0,2,"CSS",3,0,"hamij003","?","hamij003","?","parkj001","?","parkj001","?","norrd001","mossb001","sizes001","donaj001","lowrj001","cespy001","crisc001","younc004","pujoa001","aybae001","troum001","K","F","F",9,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,2,3,"2","","","","F","F","F","F","F","F","F","F","F","parkj001","parkj001","parkj001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,13,"ANA","ANA","OAK",1,"F","F",0,3,0,3,3,"T","F",7,7,"T","T","trumm001","kendh001","T","T",3,3,12,6,2,11,7,1,10,"norrd001","norrd001","norrd001",0,0,0,0,0,0,3,1,2,0,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",1,1,1,1,2,"S*BSX",3,0,"trumm001","?","trumm001","?","parkj001","?","parkj001","?","norrd001","mossb001","sizes001","donaj001","lowrj001","cespy001","crisc001","younc004","pujoa001","aybae001","troum001","54(1)3/GDP","F","F",10,5,2,"T","T",0,"F","F",2,"T","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"43","54","","","F","F","F","F","F","F","F","F","F","parkj001","parkj001","parkj001","F","F","F","F","F","","","","",0,4,3,0,5,4,0,0,0,14,"ANA","ANA","OAK",1,"F","T",0,3,0,4,4,"T","F",7,6,"T","T","kendh001","calla001","T","T",3,3,12,6,2,11,7,1,10,"norrd001","norrd001","norrd001",1,1,0,0,0,0,3,0,2,0,1,0,0,"donaj001","T","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",2,0,0,1,0,"BX",3,0,"crisc001","?","crisc001","?","wilsc004","?","wilsc004","?","iannc001","pujoa001","kendh001","calla001","aybae001","troum001","bourp001","hamij003","","","","HR/7/F","T","F",8,1,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"F","F","F","7",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,15,"ANA","OAK","ANA",0,"T","F",3,0,0,9,0,"T","F",0,0,"T","T","younc004","lowrj001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,1,0,0,0,1,0,1,"","F","F","F","F",4,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",2,0,0,1,1,"CBX",4,0,"younc004","?","younc004","?","wilsc004","?","wilsc004","?","iannc001","pujoa001","kendh001","calla001","aybae001","troum001","bourp001","hamij003","","","","8/F","F","F",9,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,16,"ANA","OAK","ANA",0,"F","F",4,0,1,10,1,"T","F",0,0,"T","T","lowrj001","cespy001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,2,1,0,0,1,0,0,"bourp001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",2,0,1,3,2,"CBFBBX",4,0,"lowrj001","?","lowrj001","?","wilsc004","?","wilsc004","?","iannc001","pujoa001","kendh001","calla001","aybae001","troum001","bourp001","hamij003","","","","53/G","F","F",6,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,17,"ANA","OAK","ANA",0,"F","F",4,0,1,11,2,"T","F",0,0,"T","T","cespy001","norrd001","T","T",0,0,0,0,0,0,0,0,0,"","","",3,3,0,0,0,0,3,1,0,1,1,0,0,"calla001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",2,0,2,1,2,"BFSS",4,0,"cespy001","?","cespy001","?","wilsc004","?","wilsc004","?","iannc001","pujoa001","kendh001","calla001","aybae001","troum001","bourp001","hamij003","","","","K","F","F",7,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,18,"ANA","OAK","ANA",0,"F","T",4,0,1,12,3,"T","F",0,0,"T","T","norrd001","donaj001","T","T",0,0,0,0,0,0,0,0,0,"","","",1,1,0,0,0,0,3,0,2,1,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",2,1,0,3,0,"BBBB",4,0,"kendh001","?","kendh001","?","parkj001","?","parkj001","?","norrd001","mossb001","sizes001","donaj001","lowrj001","cespy001","crisc001","younc004","","","","W","T","F",4,6,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,19,"ANA","ANA","OAK",1,"T","F",0,4,0,5,0,"T","F",0,1,"T","T","calla001","iannc001","T","T",0,0,0,0,0,0,0,0,0,"","","",4,4,0,0,0,0,0,0,0,0,0,0,0,"","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",2,1,0,1,1,"BCX",4,0,"calla001","?","calla001","?","parkj001","?","parkj001","?","norrd001","mossb001","sizes001","donaj001","lowrj001","cespy001","crisc001","younc004","kendh001","","","7/L-","F","F",5,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"7","","","","F","F","F","F","F","F","F","F","F","parkj001","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,20,"ANA","ANA","OAK",1,"F","F",0,4,0,6,1,"T","F",1,1,"T","T","iannc001","bourp001","T","T",4,6,19,0,0,0,0,0,0,"norrd001","","",1,1,0,0,0,0,2,1,0,0,1,0,0,"cespy001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",2,1,1,0,1,"S1X",4,0,"iannc001","?","iannc001","?","parkj001","?","parkj001","?","norrd001","mossb001","sizes001","donaj001","lowrj001","cespy001","crisc001","younc004","kendh001","","","54(1)/FO/G","F","F",2,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","54","","","F","F","F","F","F","F","F","F","F","parkj001","","","F","F","F","F","F","","","","",0,4,0,0,5,0,0,0,0,21,"ANA","ANA","OAK",1,"F","F",0,4,0,7,2,"T","F",1,1,"T","T","bourp001","troum001","T","T",4,6,19,0,0,0,0,0,0,"norrd001","","",0,0,0,0,0,0,2,0,1,0,1,0,0,"donaj001","T","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",2,1,2,1,2,"CBCX",4,0,"bourp001","?","bourp001","?","parkj001","?","parkj001","?","norrd001","mossb001","sizes001","donaj001","lowrj001","cespy001","crisc001","younc004","iannc001","","","S5/G.1-2","F","F",8,9,20,"T","T",1,"F","F",0,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","parkj001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,22,"ANA","ANA","OAK",1,"F","F",0,4,0,8,3,"T","F",1,3,"T","T","troum001","aybae001","T","T",2,8,21,0,0,0,0,0,0,"norrd001","","",1,1,0,0,0,0,3,2,0,0,1,0,0,"donaj001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",2,1,2,1,0,"*BX",4,0,"troum001","?","troum001","?","parkj001","?","parkj001","?","norrd001","mossb001","sizes001","donaj001","lowrj001","cespy001","crisc001","younc004","bourp001","iannc001","","8/F","F","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"8","","","","F","F","F","F","F","F","F","F","F","parkj001","parkj001","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,23,"ANA","ANA","OAK",1,"F","T",0,4,0,9,4,"T","F",3,3,"T","T","aybae001","pujoa001","T","T",8,9,22,2,8,21,0,0,0,"norrd001","norrd001","",1,1,0,0,0,0,1,0,0,0,1,0,0,"crisc001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",3,0,0,2,2,"BSFBX",4,0,"norrd001","?","norrd001","?","wilsc004","?","wilsc004","?","iannc001","pujoa001","kendh001","calla001","aybae001","troum001","bourp001","hamij003","","","","43/G","T","F",2,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,24,"ANA","OAK","ANA",0,"T","F",4,0,0,13,0,"T","F",0,0,"T","T","donaj001","mossb001","T","T",0,0,0,0,0,0,0,0,0,"","","",2,2,0,0,0,0,3,0,1,1,1,0,0,"kendh001","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
"ANA201304090","OAK",3,0,1,0,1,"CX",4,0,"donaj001","?","donaj001","?","wilsc004","?","wilsc004","?","iannc001","pujoa001","kendh001","calla001","aybae001","troum001","bourp001","hamij003","","","","9/F","F","F",5,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,25,"ANA","OAK","ANA",0,"F","F",4,0,0,14,1,"T","F",0,0,"T","T","mossb001","frein001","T","T",0,0,0,0,0,0,0,0,0,"","","",0,0,0,0,0,0,2,1,0,0,1,0,0,"hamij003","F","F","F","F",0,0,0,0,0,0,0,0,0,0,F,F
